identifier,name,url
R-HSA-2424491,DAP12 signaling,http://identifiers.org/reactome/R-HSA-2424491
R-HSA-2426168,Activation of gene expression by SREBF (SREBP),http://identifiers.org/reactome/R-HSA-2426168
R-HSA-2428928,IRS-related events triggered by IGF1R,http://identifiers.org/reactome/R-HSA-2428928
R-HSA-2428933,SHC-related events triggered by IGF1R,http://identifiers.org/reactome/R-HSA-2428933
R-HSA-2453864,Retinoid cycle disease events,http://identifiers.org/reactome/R-HSA-2453864
R-HSA-2453902,The canonical retinoid cycle in rods (twilight vision),http://identifiers.org/reactome/R-HSA-2453902
R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,http://identifiers.org/reactome/R-HSA-2454202
R-HSA-2465910,MASTL Facilitates Mitotic Progression,http://identifiers.org/reactome/R-HSA-2465910
R-HSA-2466712,"Biosynthesis of A2E, implicated in retinal degradation",http://identifiers.org/reactome/R-HSA-2466712
R-HSA-2467813,Separation of Sister Chromatids,http://identifiers.org/reactome/R-HSA-2467813
R-HSA-2468052,Establishment of Sister Chromatid Cohesion,http://identifiers.org/reactome/R-HSA-2468052
R-HSA-2470946,Cohesin Loading onto Chromatin,http://identifiers.org/reactome/R-HSA-2470946
R-HSA-2473224,Antagonism of Activin by Follistatin,http://identifiers.org/reactome/R-HSA-2473224
R-HSA-2485179,Activation of the phototransduction cascade,http://identifiers.org/reactome/R-HSA-2485179
R-HSA-2500257,Resolution of Sister Chromatid Cohesion,http://identifiers.org/reactome/R-HSA-2500257
R-HSA-2514853,Condensation of Prometaphase Chromosomes,http://identifiers.org/reactome/R-HSA-2514853
R-HSA-2514859,"Inactivation, recovery and regulation of the phototransduction cascade",http://identifiers.org/reactome/R-HSA-2514859
R-HSA-2534343,Interaction With Cumulus Cells And The Zona Pellucida,http://identifiers.org/reactome/R-HSA-2534343
R-HSA-2559580,Oxidative Stress Induced Senescence,http://identifiers.org/reactome/R-HSA-2559580
R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),http://identifiers.org/reactome/R-HSA-2559582
R-HSA-2559584,Formation of Senescence-Associated Heterochromatin Foci (SAHF),http://identifiers.org/reactome/R-HSA-2559584
R-HSA-2559585,Oncogene Induced Senescence,http://identifiers.org/reactome/R-HSA-2559585
R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence,http://identifiers.org/reactome/R-HSA-2559586
R-HSA-2562578,TRIF-mediated programmed cell death,http://identifiers.org/reactome/R-HSA-2562578
R-HSA-2564830,Cytosolic iron-sulfur cluster assembly,http://identifiers.org/reactome/R-HSA-2564830
R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,http://identifiers.org/reactome/R-HSA-2565942
R-HSA-2586552,Signaling by Leptin,http://identifiers.org/reactome/R-HSA-2586552
R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants,http://identifiers.org/reactome/R-HSA-2644606
R-HSA-2644607,Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling,http://identifiers.org/reactome/R-HSA-2644607
R-HSA-264642,Acetylcholine Neurotransmitter Release Cycle,http://identifiers.org/reactome/R-HSA-264642
R-HSA-264870,Caspase-mediated cleavage of cytoskeletal proteins,http://identifiers.org/reactome/R-HSA-264870
R-HSA-264876,Insulin processing,http://identifiers.org/reactome/R-HSA-264876
R-HSA-2660826,Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,http://identifiers.org/reactome/R-HSA-2660826
R-HSA-2672351,Stimuli-sensing channels,http://identifiers.org/reactome/R-HSA-2672351
R-HSA-2682334,EPH-Ephrin signaling,http://identifiers.org/reactome/R-HSA-2682334
R-HSA-2691232,Constitutive Signaling by NOTCH1 HD Domain Mutants,http://identifiers.org/reactome/R-HSA-2691232
R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,http://identifiers.org/reactome/R-HSA-2730905
R-HSA-2855086,Ficolins bind to repetitive carbohydrate structures on the target cell surface,http://identifiers.org/reactome/R-HSA-2855086
R-HSA-2871796,FCERI mediated MAPK activation,http://identifiers.org/reactome/R-HSA-2871796
R-HSA-2871809,FCERI mediated Ca+2 mobilization,http://identifiers.org/reactome/R-HSA-2871809
R-HSA-2871837,FCERI mediated NF-kB activation,http://identifiers.org/reactome/R-HSA-2871837
R-HSA-2892245,"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation",http://identifiers.org/reactome/R-HSA-2892245
R-HSA-2892247,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",http://identifiers.org/reactome/R-HSA-2892247
R-HSA-2978092,Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate,http://identifiers.org/reactome/R-HSA-2978092
R-HSA-2979096,NOTCH2 Activation and Transmission of Signal to the Nucleus,http://identifiers.org/reactome/R-HSA-2979096
R-HSA-2980766,Nuclear Envelope Breakdown,http://identifiers.org/reactome/R-HSA-2980766
R-HSA-2980767,"Activation of NIMA Kinases NEK9, NEK6, NEK7",http://identifiers.org/reactome/R-HSA-2980767
R-HSA-2995383,Initiation of Nuclear Envelope Reformation,http://identifiers.org/reactome/R-HSA-2995383
R-HSA-3000157,Laminin interactions,http://identifiers.org/reactome/R-HSA-3000157
R-HSA-3000170,Syndecan interactions,http://identifiers.org/reactome/R-HSA-3000170
R-HSA-3000171,Non-integrin membrane-ECM interactions,http://identifiers.org/reactome/R-HSA-3000171
R-HSA-3000178,ECM proteoglycans,http://identifiers.org/reactome/R-HSA-3000178
R-HSA-3000471,Scavenging by Class B Receptors,http://identifiers.org/reactome/R-HSA-3000471
R-HSA-3000480,Scavenging by Class A Receptors,http://identifiers.org/reactome/R-HSA-3000480
R-HSA-3000484,Scavenging by Class F Receptors,http://identifiers.org/reactome/R-HSA-3000484
R-HSA-3000497,Scavenging by Class H Receptors,http://identifiers.org/reactome/R-HSA-3000497
R-HSA-3065676,SUMO is conjugated to E1 (UBA2:SAE1),http://identifiers.org/reactome/R-HSA-3065676
R-HSA-3065678,"SUMO is transferred from E1 to E2 (UBE2I, UBC9)",http://identifiers.org/reactome/R-HSA-3065678
R-HSA-3065679,SUMO is proteolytically processed,http://identifiers.org/reactome/R-HSA-3065679
R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,http://identifiers.org/reactome/R-HSA-3108214
R-HSA-3134963,DEx/H-box helicases activate type I IFN and inflammatory cytokines production,http://identifiers.org/reactome/R-HSA-3134963
R-HSA-3134973,LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production,http://identifiers.org/reactome/R-HSA-3134973
R-HSA-3134975,Regulation of innate immune responses to cytosolic DNA,http://identifiers.org/reactome/R-HSA-3134975
R-HSA-3214815,HDACs deacetylate histones,http://identifiers.org/reactome/R-HSA-3214815
R-HSA-3214841,PKMTs methylate histone lysines,http://identifiers.org/reactome/R-HSA-3214841
R-HSA-3214842,HDMs demethylate histones,http://identifiers.org/reactome/R-HSA-3214842
R-HSA-3214847,HATs acetylate histones,http://identifiers.org/reactome/R-HSA-3214847
R-HSA-3214858,RMTs methylate histone arginines,http://identifiers.org/reactome/R-HSA-3214858
R-HSA-3229133,GSD Ib,http://identifiers.org/reactome/R-HSA-3229133
R-HSA-3232118,SUMOylation of transcription factors,http://identifiers.org/reactome/R-HSA-3232118
R-HSA-3232142,SUMOylation of ubiquitinylation proteins,http://identifiers.org/reactome/R-HSA-3232142
R-HSA-3238698,WNT ligand biogenesis and trafficking,http://identifiers.org/reactome/R-HSA-3238698
R-HSA-3247509,Chromatin modifying enzymes,http://identifiers.org/reactome/R-HSA-3247509
R-HSA-3248023,Regulation by TREX1,http://identifiers.org/reactome/R-HSA-3248023
R-HSA-3249367,STAT6-mediated induction of chemokines,http://identifiers.org/reactome/R-HSA-3249367
R-HSA-3270619,IRF3-mediated induction of type I IFN,http://identifiers.org/reactome/R-HSA-3270619
R-HSA-3282872,SCN4,http://identifiers.org/reactome/R-HSA-3282872
R-HSA-3295583,TRP channels,http://identifiers.org/reactome/R-HSA-3295583
R-HSA-3296197,Hydroxycarboxylic acid-binding receptors,http://identifiers.org/reactome/R-HSA-3296197
R-HSA-3299685,Detoxification of Reactive Oxygen Species,http://identifiers.org/reactome/R-HSA-3299685
R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly,http://identifiers.org/reactome/R-HSA-3301854
R-HSA-3304356,SMAD2/3 Phosphorylation Motif Mutants in Cancer,http://identifiers.org/reactome/R-HSA-3304356
R-HSA-3311021,SMAD4 MH2 Domain Mutants in Cancer,http://identifiers.org/reactome/R-HSA-3311021
R-HSA-3322077,Glycogen synthesis,http://identifiers.org/reactome/R-HSA-3322077
R-HSA-3359454,Defective TCN2 causes hereditary megaloblastic anemia,http://identifiers.org/reactome/R-HSA-3359454
R-HSA-3359457,Defective GIF causes intrinsic factor deficiency,http://identifiers.org/reactome/R-HSA-3359457
R-HSA-3359458,Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF,http://identifiers.org/reactome/R-HSA-3359458
R-HSA-3359462,Defective AMN causes hereditary megaloblastic anemia 1,http://identifiers.org/reactome/R-HSA-3359462
R-HSA-3359467,Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE,http://identifiers.org/reactome/R-HSA-3359467
R-HSA-3359471,Defective MMAB causes methylmalonic aciduria type cblB,http://identifiers.org/reactome/R-HSA-3359471
R-HSA-3359473,Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD,http://identifiers.org/reactome/R-HSA-3359473
R-HSA-3359474,Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC,http://identifiers.org/reactome/R-HSA-3359474
R-HSA-3359475,Defective MMAA causes methylmalonic aciduria type cblA,http://identifiers.org/reactome/R-HSA-3359475
R-HSA-3359485,Defective CD320 causes methylmalonic aciduria,http://identifiers.org/reactome/R-HSA-3359485
R-HSA-3371378,Regulation by c-FLIP,http://identifiers.org/reactome/R-HSA-3371378
R-HSA-3371453,Regulation of HSF1-mediated heat shock response,http://identifiers.org/reactome/R-HSA-3371453
R-HSA-3371497,HSP90 chaperone cycle for SHRs,http://identifiers.org/reactome/R-HSA-3371497
R-HSA-3371511,HSF1 activation,http://identifiers.org/reactome/R-HSA-3371511
R-HSA-3371568,Attenuation phase,http://identifiers.org/reactome/R-HSA-3371568
R-HSA-3371571,HSF1-dependent transactivation,http://identifiers.org/reactome/R-HSA-3371571
R-HSA-3371598,Defective BTD causes biotidinase deficiency,http://identifiers.org/reactome/R-HSA-3371598
R-HSA-3371599,Defective HLCS causes multiple carboxylase deficiency,http://identifiers.org/reactome/R-HSA-3371599
R-HSA-349425,Autodegradation of the E3 ubiquitin ligase COP1,http://identifiers.org/reactome/R-HSA-349425
R-HSA-350054,Notch-HLH transcription pathway,http://identifiers.org/reactome/R-HSA-350054
R-HSA-350562,Regulation of ornithine decarboxylase (ODC),http://identifiers.org/reactome/R-HSA-350562
R-HSA-350864,Regulation of thyroid hormone activity,http://identifiers.org/reactome/R-HSA-350864
R-HSA-351143,Agmatine biosynthesis,http://identifiers.org/reactome/R-HSA-351143
R-HSA-351200,Interconversion of polyamines,http://identifiers.org/reactome/R-HSA-351200
R-HSA-351202,Metabolism of polyamines,http://identifiers.org/reactome/R-HSA-351202
R-HSA-351906,Apoptotic cleavage of cell adhesion proteins,http://identifiers.org/reactome/R-HSA-351906
R-HSA-352230,Amino acid transport across the plasma membrane,http://identifiers.org/reactome/R-HSA-352230
R-HSA-352238,Breakdown of the nuclear lamina,http://identifiers.org/reactome/R-HSA-352238
R-HSA-354192,Integrin alphaIIb beta3 signaling,http://identifiers.org/reactome/R-HSA-354192
R-HSA-354194,GRB2:SOS provides linkage to MAPK signaling for Integrins,http://identifiers.org/reactome/R-HSA-354194
R-HSA-3560783,"Defective B4GALT7 causes EDS, progeroid type",http://identifiers.org/reactome/R-HSA-3560783
R-HSA-3560792,Defective SLC26A2 causes chondrodysplasias,http://identifiers.org/reactome/R-HSA-3560792
R-HSA-3560796,Defective PAPSS2 causes SEMD-PA,http://identifiers.org/reactome/R-HSA-3560796
R-HSA-3560801,Defective B3GAT3 causes JDSSDHD,http://identifiers.org/reactome/R-HSA-3560801
R-HSA-3595172,Defective CHST3 causes SEDCJD,http://identifiers.org/reactome/R-HSA-3595172
R-HSA-3595174,"Defective CHST14 causes EDS, musculocontractural type",http://identifiers.org/reactome/R-HSA-3595174
R-HSA-3595177,Defective CHSY1 causes TPBS,http://identifiers.org/reactome/R-HSA-3595177
R-HSA-3642279,TGFBR2 MSI Frameshift Mutants in Cancer,http://identifiers.org/reactome/R-HSA-3642279
R-HSA-3645790,TGFBR2 Kinase Domain Mutants in Cancer,http://identifiers.org/reactome/R-HSA-3645790
R-HSA-3656225,Defective CHST6 causes MCDC1,http://identifiers.org/reactome/R-HSA-3656225
R-HSA-3656234,Defective HEXA causes GM2G1,http://identifiers.org/reactome/R-HSA-3656234
R-HSA-3656237,Defective EXT2 causes exostoses 2,http://identifiers.org/reactome/R-HSA-3656237
R-HSA-3656243,Defective ST3GAL3 causes MCT12 and EIEE15,http://identifiers.org/reactome/R-HSA-3656243
R-HSA-3656244,Defective B4GALT1 causes B4GALT1-CDG (CDG-2d),http://identifiers.org/reactome/R-HSA-3656244
R-HSA-3656248,Defective HEXB causes GM2G2,http://identifiers.org/reactome/R-HSA-3656248
R-HSA-3656535,TGFBR1 LBD Mutants in Cancer,http://identifiers.org/reactome/R-HSA-3656535
R-HSA-372708,p130Cas linkage to MAPK signaling for integrins,http://identifiers.org/reactome/R-HSA-372708
R-HSA-373076,Class A/1 (Rhodopsin-like receptors),http://identifiers.org/reactome/R-HSA-373076
R-HSA-373080,Class B/2 (Secretin family receptors),http://identifiers.org/reactome/R-HSA-373080
R-HSA-373752,Netrin-1 signaling,http://identifiers.org/reactome/R-HSA-373752
R-HSA-373753,Nephrin family interactions,http://identifiers.org/reactome/R-HSA-373753
R-HSA-373756,SDK interactions,http://identifiers.org/reactome/R-HSA-373756
R-HSA-373760,L1CAM interactions,http://identifiers.org/reactome/R-HSA-373760
R-HSA-375165,NCAM signaling for neurite out-growth,http://identifiers.org/reactome/R-HSA-375165
R-HSA-375276,Peptide ligand-binding receptors,http://identifiers.org/reactome/R-HSA-375276
R-HSA-375280,Amine ligand-binding receptors,http://identifiers.org/reactome/R-HSA-375280
R-HSA-375281,Hormone ligand-binding receptors,http://identifiers.org/reactome/R-HSA-375281
R-HSA-376172,DSCAM interactions,http://identifiers.org/reactome/R-HSA-376172
R-HSA-376176,Signaling by ROBO receptors,http://identifiers.org/reactome/R-HSA-376176
R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,http://identifiers.org/reactome/R-HSA-3769402
R-HSA-3772470,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,http://identifiers.org/reactome/R-HSA-3772470
R-HSA-3785653,Myoclonic epilepsy of Lafora,http://identifiers.org/reactome/R-HSA-3785653
R-HSA-379397,Enzymatic degradation of dopamine by COMT,http://identifiers.org/reactome/R-HSA-379397
R-HSA-379398,Enzymatic degradation of Dopamine by monoamine oxidase,http://identifiers.org/reactome/R-HSA-379398
R-HSA-379401,Clearance of dopamine,http://identifiers.org/reactome/R-HSA-379401
R-HSA-379716,Cytosolic tRNA aminoacylation,http://identifiers.org/reactome/R-HSA-379716
R-HSA-379726,Mitochondrial tRNA aminoacylation,http://identifiers.org/reactome/R-HSA-379726
R-HSA-380095,Tachykinin receptors bind tachykinins,http://identifiers.org/reactome/R-HSA-380095
R-HSA-380108,Chemokine receptors bind chemokines,http://identifiers.org/reactome/R-HSA-380108
R-HSA-380259,Loss of Nlp from mitotic centrosomes,http://identifiers.org/reactome/R-HSA-380259
R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,http://identifiers.org/reactome/R-HSA-380270
R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,http://identifiers.org/reactome/R-HSA-380320
R-HSA-380612,Metabolism of serotonin,http://identifiers.org/reactome/R-HSA-380612
R-HSA-380615,Clearance of seratonin,http://identifiers.org/reactome/R-HSA-380615
R-HSA-380972,Energy dependent regulation of mTOR by LKB1-AMPK,http://identifiers.org/reactome/R-HSA-380972
R-HSA-380994,ATF4 activates genes in response to endoplasmic reticulum stress,http://identifiers.org/reactome/R-HSA-380994
R-HSA-381033,ATF6 (ATF6-alpha) activates chaperones,http://identifiers.org/reactome/R-HSA-381033
R-HSA-381038,XBP1(S) activates chaperone genes,http://identifiers.org/reactome/R-HSA-381038
R-HSA-381042,PERK regulates gene expression,http://identifiers.org/reactome/R-HSA-381042
R-HSA-381070,IRE1alpha activates chaperones,http://identifiers.org/reactome/R-HSA-381070
R-HSA-381183,ATF6 (ATF6-alpha) activates chaperone genes,http://identifiers.org/reactome/R-HSA-381183
R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,http://identifiers.org/reactome/R-HSA-381340
R-HSA-381426,Regulation of IGF Activity by IGFBP,http://identifiers.org/reactome/R-HSA-381426
R-HSA-3814836,GSD XV,http://identifiers.org/reactome/R-HSA-3814836
R-HSA-381676,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,http://identifiers.org/reactome/R-HSA-381676
R-HSA-381753,Olfactory Signaling Pathway,http://identifiers.org/reactome/R-HSA-381753
R-HSA-381771,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",http://identifiers.org/reactome/R-HSA-381771
R-HSA-382556,ABC-family proteins mediated transport,http://identifiers.org/reactome/R-HSA-382556
R-HSA-383280,Nuclear Receptor transcription pathway,http://identifiers.org/reactome/R-HSA-383280
R-HSA-3858516,GSD 0,http://identifiers.org/reactome/R-HSA-3858516
R-HSA-3878781,GSD IV,http://identifiers.org/reactome/R-HSA-3878781
R-HSA-388479,Vasopressin-like receptors,http://identifiers.org/reactome/R-HSA-388479
R-HSA-388841,Costimulation by the CD28 family,http://identifiers.org/reactome/R-HSA-388841
R-HSA-388844,Receptor-type tyrosine-protein phosphatases,http://identifiers.org/reactome/R-HSA-388844
R-HSA-389356,CD28 co-stimulation,http://identifiers.org/reactome/R-HSA-389356
