identifier	name	url	n_genes	n_coding_genes	source	license	genes	coding_genes
R-HSA-450408	AUF1 (hnRNP D0) binds and destabilizes mRNA	http://identifiers.org/reactome/R-HSA-450408	55	55	reactome		10197|10213|122706|143471|1981|23198|26986|3184|3303|3312|3315|5682|5683|5684|5685|5686|5687|5688|5689|5690|5691|5692|5693|5694|5695|5696|5698|5699|5700|5701|5702|5704|5705|5706|5707|5708|5709|5710|5711|5713|5714|5715|5716|5717|5718|5719|5720|5721|6233|7311|7314|7316|7979|9491|9861	10197|10213|122706|143471|1981|23198|26986|3184|3303|3312|3315|5682|5683|5684|5685|5686|5687|5688|5689|5690|5691|5692|5693|5694|5695|5696|5698|5699|5700|5701|5702|5704|5705|5706|5707|5708|5709|5710|5711|5713|5714|5715|5716|5717|5718|5719|5720|5721|6233|7311|7314|7316|7979|9491|9861
R-HSA-450513	Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA	http://identifiers.org/reactome/R-HSA-450513	17	17	reactome		11340|118460|167227|22894|23016|23404|3842|51010|51013|5393|54464|54512|55802|56915|7529|7538|9261	11340|118460|167227|22894|23016|23404|3842|51010|51013|5393|54464|54512|55802|56915|7529|7538|9261
R-HSA-450520	HuR (ELAVL1) binds and stabilizes mRNA	http://identifiers.org/reactome/R-HSA-450520	9	9	reactome		1994|5578|5580|6418|7514|8021|8125|8741|9052	1994|5578|5580|6418|7514|8021|8125|8741|9052
R-HSA-450604	KSRP (KHSRP) binds and destabilizes mRNA	http://identifiers.org/reactome/R-HSA-450604	17	17	reactome		11340|118460|1432|167227|207|22894|23016|23404|5073|51010|51013|5393|54512|5600|56915|7534|8570	11340|118460|1432|167227|207|22894|23016|23404|5073|51010|51013|5393|54512|5600|56915|7534|8570
R-HSA-451307	Activation of Na-permeable kainate receptors	http://identifiers.org/reactome/R-HSA-451307	2	2	reactome		2897|2898	2897|2898
R-HSA-451308	Activation of Ca-permeable Kainate Receptor	http://identifiers.org/reactome/R-HSA-451308	10	10	reactome		1739|1741|1742|2897|2898|2899|2900|2901|801|83988	1739|1741|1742|2897|2898|2899|2900|2901|801|83988
R-HSA-451927	Interleukin-2 family signaling	http://identifiers.org/reactome/R-HSA-451927	2	2	reactome		3965|84868	3965|84868
R-HSA-452723	Transcriptional regulation of pluripotent stem cells	http://identifiers.org/reactome/R-HSA-452723	17	17	reactome		2034|2516|27086|4087|4089|5087|5460|57167|63978|64344|6657|6774|7547|79727|79923|84891|9314	2034|2516|27086|4087|4089|5087|5460|57167|63978|64344|6657|6774|7547|79727|79923|84891|9314
R-HSA-4549349	Defective ALG2 causes ALG2-CDG (CDG-1i)	http://identifiers.org/reactome/R-HSA-4549349	1	1	reactome		85365	85365
R-HSA-4549356	Defective DPAGT1 causes DPAGT1-CDG (CDG-1j) and CMSTA2	http://identifiers.org/reactome/R-HSA-4549356	1	1	reactome		1798	1798
R-HSA-4549380	Defective ALG1 causes ALG1-CDG (CDG-1k)	http://identifiers.org/reactome/R-HSA-4549380	1	1	reactome		56052	56052
R-HSA-4551295	Defective ALG11 causes ALG11-CDG (CDG-1p)	http://identifiers.org/reactome/R-HSA-4551295	1	1	reactome		440138	440138
R-HSA-4551638	SUMOylation of chromatin organization proteins	http://identifiers.org/reactome/R-HSA-4551638	69	69	reactome		100101267|10762|1107|121504|129401|1911|1912|22955|23165|23225|23279|23314|23468|23511|23512|23636|3065|3066|348995|4927|4928|53371|554313|55706|55746|57122|57332|5903|6015|6045|6304|6396|648|6612|6613|7175|7329|7341|7703|79023|79902|80012|8021|8086|81929|8294|8359|8360|8361|8362|8363|8364|8365|8366|8367|8368|8370|83746|84733|8480|8535|8554|9063|9189|9631|9688|9759|9883|9972	100101267|10762|1107|121504|129401|1911|1912|22955|23165|23225|23279|23314|23468|23511|23512|23636|3065|3066|348995|4927|4928|53371|554313|55706|55746|57122|57332|5903|6015|6045|6304|6396|648|6612|6613|7175|7329|7341|7703|79023|79902|80012|8021|8086|81929|8294|8359|8360|8361|8362|8363|8364|8365|8366|8367|8368|8370|83746|84733|8480|8535|8554|9063|9189|9631|9688|9759|9883|9972
R-HSA-456926	Thrombin signalling through proteinase activated receptors (PARs)	http://identifiers.org/reactome/R-HSA-456926	32	32	reactome		10672|10681|2147|2149|2151|2767|2768|2769|2776|2782|2783|2784|2785|2786|2787|2788|2790|2791|2792|2793|408|409|51764|54331|5594|5595|55970|59345|6714|9002|94235|9630	10672|10681|2147|2149|2151|2767|2768|2769|2776|2782|2783|2784|2785|2786|2787|2788|2790|2791|2792|2793|408|409|51764|54331|5594|5595|55970|59345|6714|9002|94235|9630
R-HSA-4570464	SUMOylation of RNA binding proteins	http://identifiers.org/reactome/R-HSA-4570464	45	45	reactome		100101267|10762|129401|1911|1912|22955|23165|23225|23279|23511|23636|3183|3190|348995|4927|4928|51602|53371|55706|55746|57122|57332|5903|6015|6045|6396|648|6613|7175|7329|7341|7703|79023|79902|80012|8021|8086|81929|84733|8480|8535|9631|9688|9883|9972	100101267|10762|129401|1911|1912|22955|23165|23225|23279|23511|23636|3183|3190|348995|4927|4928|51602|53371|55706|55746|57122|57332|5903|6015|6045|6396|648|6613|7175|7329|7341|7703|79023|79902|80012|8021|8086|81929|84733|8480|8535|9631|9688|9883|9972
R-HSA-4570571	Defective RFT1 causes RFT1-CDG (CDG-1n)	http://identifiers.org/reactome/R-HSA-4570571	1	1	reactome		91869	91869
R-HSA-4608870	Asymmetric localization of PCP proteins	http://identifiers.org/reactome/R-HSA-4608870	64	64	reactome		10197|10213|122706|143471|144165|1856|23198|23513|2535|50855|5682|5683|5684|5685|5686|5687|5688|5689|5690|5691|5692|5693|5694|5695|5696|5698|5699|5700|5701|5702|5704|5705|5706|5707|5708|5709|5710|5711|5713|5714|5715|57154|5716|5717|5718|5719|5720|5721|57216|6233|64750|7311|7314|7316|7474|7855|7976|7979|8321|8322|8324|8325|9491|9861	10197|10213|122706|143471|144165|1856|23198|23513|2535|50855|5682|5683|5684|5685|5686|5687|5688|5689|5690|5691|5692|5693|5694|5695|5696|5698|5699|5700|5701|5702|5704|5705|5706|5707|5708|5709|5710|5711|5713|5714|5715|57154|5716|5717|5718|5719|5720|5721|57216|6233|64750|7311|7314|7316|7474|7855|7976|7979|8321|8322|8324|8325|9491|9861
R-HSA-4615885	SUMOylation of DNA replication proteins	http://identifiers.org/reactome/R-HSA-4615885	44	44	reactome		100101267|10401|10762|129401|23165|23225|23279|23511|23636|332|348995|3619|4927|4928|5111|51588|53371|55143|55706|55746|57122|5903|5905|6396|6612|6613|6790|7150|7153|7155|7175|7329|7341|79023|79902|8021|8086|81929|8480|9212|9631|9688|9883|9972	100101267|10401|10762|129401|23165|23225|23279|23511|23636|332|348995|3619|4927|4928|5111|51588|53371|55143|55706|55746|57122|5903|5905|6396|6612|6613|6790|7150|7153|7155|7175|7329|7341|79023|79902|8021|8086|81929|8480|9212|9631|9688|9883|9972
R-HSA-4641257	Degradation of AXIN	http://identifiers.org/reactome/R-HSA-4641257	55	55	reactome		10197|10213|122706|143471|23198|5682|5683|5684|5685|5686|5687|5688|5689|5690|5691|5692|5693|5694|5695|5696|5698|5699|5700|5701|5702|5704|5705|5706|5707|5708|5709|5710|5711|5713|5714|5715|5716|5717|5718|5719|5720|5721|6233|64750|7311|7314|7316|7979|80351|81847|8312|8313|8658|9491|9861	10197|10213|122706|143471|23198|5682|5683|5684|5685|5686|5687|5688|5689|5690|5691|5692|5693|5694|5695|5696|5698|5699|5700|5701|5702|5704|5705|5706|5707|5708|5709|5710|5711|5713|5714|5715|5716|5717|5718|5719|5720|5721|6233|64750|7311|7314|7316|7979|80351|81847|8312|8313|8658|9491|9861
R-HSA-4641258	Degradation of DVL	http://identifiers.org/reactome/R-HSA-4641258	57	57	reactome		10197|10213|122706|143471|1855|1856|1857|23072|23198|51339|5682|5683|5684|5685|5686|5687|5688|5689|5690|5691|5692|5693|5694|5695|5696|5698|5699|5700|5701|5702|5704|5705|5706|5707|5708|5709|5710|5711|5713|5714|5715|5716|5717|5718|5719|5720|5721|59349|6233|7311|7314|7316|7979|8452|9491|9861|9978	10197|10213|122706|143471|1855|1856|1857|23072|23198|51339|5682|5683|5684|5685|5686|5687|5688|5689|5690|5691|5692|5693|5694|5695|5696|5698|5699|5700|5701|5702|5704|5705|5706|5707|5708|5709|5710|5711|5713|5714|5715|5716|5717|5718|5719|5720|5721|59349|6233|7311|7314|7316|7979|8452|9491|9861|9978
R-HSA-4641262	Disassembly of the destruction complex and recruitment of AXIN to the membrane	http://identifiers.org/reactome/R-HSA-4641262	31	31	reactome		10023|139285|1452|1455|1499|1855|1856|1857|23401|2535|2932|324|4040|4041|5515|5516|5518|5519|5525|5526|5527|5528|5529|7471|7478|7479|7855|8312|8321|857|89780	10023|139285|1452|1455|1499|1855|1856|1857|23401|2535|2932|324|4040|4041|5515|5516|5518|5519|5525|5526|5527|5528|5529|7471|7478|7479|7855|8312|8321|857|89780
R-HSA-4641263	Regulation of FZD by ubiquitination	http://identifiers.org/reactome/R-HSA-4641263	21	21	reactome		284654|340419|343637|4040|4041|54894|55366|59352|6233|7311|7314|7316|7855|8322|8323|8325|84133|84870|8549|89780|9101	284654|340419|343637|4040|4041|54894|55366|59352|6233|7311|7314|7316|7855|8322|8323|8325|84133|84870|8549|89780|9101
R-HSA-4641265	Repression of WNT target genes	http://identifiers.org/reactome/R-HSA-4641265	14	14	reactome		1487|1488|166|3065|4609|51176|6932|6934|7088|7089|7090|7091|8313|83439	1487|1488|166|3065|4609|51176|6932|6934|7088|7089|7090|7091|8313|83439
R-HSA-4655427	SUMOylation of DNA methylation proteins	http://identifiers.org/reactome/R-HSA-4655427	16	16	reactome		1786|1788|1789|1911|1912|22955|57332|6015|6045|648|7329|7341|7703|80012|84733|8535	1786|1788|1789|1911|1912|22955|57332|6015|6045|648|7329|7341|7703|80012|84733|8535
R-HSA-4687000	Defective MPDU1 causes MPDU1-CDG (CDG-1f)	http://identifiers.org/reactome/R-HSA-4687000	1	1	reactome		9526	9526
R-HSA-4720454	Defective ALG9 causes ALG9-CDG (CDG-1l)	http://identifiers.org/reactome/R-HSA-4720454	1	1	reactome		79796	79796
R-HSA-4720475	Defective ALG3 causes ALG3-CDG (CDG-1d)	http://identifiers.org/reactome/R-HSA-4720475	1	1	reactome		10195	10195
R-HSA-4720489	Defective ALG12 causes ALG12-CDG (CDG-1g)	http://identifiers.org/reactome/R-HSA-4720489	1	1	reactome		79087	79087
R-HSA-4724289	Defective ALG6 causes ALG6-CDG (CDG-1c)	http://identifiers.org/reactome/R-HSA-4724289	1	1	reactome		29929	29929
R-HSA-4724325	Defective ALG8 causes ALG8-CDG (CDG-1h)	http://identifiers.org/reactome/R-HSA-4724325	1	1	reactome		79053	79053
R-HSA-4755510	SUMOylation of immune response proteins	http://identifiers.org/reactome/R-HSA-4755510	11	11	reactome		10210|10401|4791|4792|51588|5970|6612|7329|7341|8517|9641	10210|10401|4791|4792|51588|5970|6612|7329|7341|8517|9641
R-HSA-4755579	Defective SRD5A3 causes SRD5A3-CDG (CDG-1q) and KHRZ	http://identifiers.org/reactome/R-HSA-4755579	1	1	reactome		79644	79644
R-HSA-4755583	Defective DOLK causes DOLK-CDG (CDG-1m)	http://identifiers.org/reactome/R-HSA-4755583	1	1	reactome		22845	22845
R-HSA-4755609	Defective DHDDS causes retinitis pigmentosa 59	http://identifiers.org/reactome/R-HSA-4755609	2	2	reactome		116150|79947	116150|79947
R-HSA-4793950	Defective MAN1B1 causes MRT15	http://identifiers.org/reactome/R-HSA-4793950	1	1	reactome		11253	11253
R-HSA-4793952	Defective MGAT2 causes MGAT2-CDG (CDG-2a)	http://identifiers.org/reactome/R-HSA-4793952	1	1	reactome		4247	4247
R-HSA-4793953	Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)	http://identifiers.org/reactome/R-HSA-4793953	1	1	reactome		2683	2683
R-HSA-4793954	Defective MOGS causes MOGS-CDG (CDG-2b)	http://identifiers.org/reactome/R-HSA-4793954	1	1	reactome		7841	7841
R-HSA-480985	Synthesis of dolichyl-phosphate-glucose	http://identifiers.org/reactome/R-HSA-480985	2	2	reactome		256281|29880	256281|29880
R-HSA-499943	Interconversion of nucleotide di- and triphosphates	http://identifiers.org/reactome/R-HSA-499943	30	29	reactome		102157402|122481|1503|158067|1635|1841|1854|203|204|205|221264|25961|26289|2745|283458|2936|2987|4830|4831|4832|4833|50484|51727|56474|6240|6241|7295|7296|7298|79077	102157402|122481|1503|158067|1635|1841|1854|203|204|205|221264|25961|26289|2745|2936|2987|4830|4831|4832|4833|50484|51727|56474|6240|6241|7295|7296|7298|79077
R-HSA-500657	Presynaptic function of Kainate receptors	http://identifiers.org/reactome/R-HSA-500657	21	21	reactome		10681|23236|2782|2783|2784|2785|2786|2787|2788|2790|2791|2792|2793|2899|51764|5330|5331|54331|55970|59345|94235	10681|23236|2782|2783|2784|2785|2786|2787|2788|2790|2791|2792|2793|2899|51764|5330|5331|54331|55970|59345|94235
R-HSA-500753	Pyrimidine biosynthesis	http://identifiers.org/reactome/R-HSA-500753	3	3	reactome		1723|7372|790	1723|7372|790
R-HSA-5083625	Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC)	http://identifiers.org/reactome/R-HSA-5083625	19	19	reactome		10071|118430|140453|143662|200958|2591|283463|394263|4582|4583|4584|4585|4586|4588|4589|56667|57876|727897|94025	10071|118430|140453|143662|200958|2591|283463|394263|4582|4583|4584|4585|4586|4588|4589|56667|57876|727897|94025
R-HSA-5083627	Defective LARGE causes MDDGA6 and MDDGB6	http://identifiers.org/reactome/R-HSA-5083627	1	1	reactome		11041	11041
R-HSA-5083628	Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3	http://identifiers.org/reactome/R-HSA-5083628	2	2	reactome		1605|55624	1605|55624
R-HSA-5083629	Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2	http://identifiers.org/reactome/R-HSA-5083629	3	3	reactome		10585|1605|29954	10585|1605|29954
R-HSA-5083630	Defective LFNG causes SCDO3	http://identifiers.org/reactome/R-HSA-5083630	5	5	reactome		3955|4851|4853|4854|4855	3955|4851|4853|4854|4855
R-HSA-5083632	Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS)	http://identifiers.org/reactome/R-HSA-5083632	20	20	reactome		10071|118430|140453|143662|200958|283463|29071|394263|4582|4583|4584|4585|4586|4588|4589|56667|56913|57876|727897|94025	10071|118430|140453|143662|200958|283463|29071|394263|4582|4583|4584|4585|4586|4588|4589|56667|56913|57876|727897|94025
R-HSA-5083635	Defective B3GALTL causes Peters-plus syndrome (PpS)	http://identifiers.org/reactome/R-HSA-5083635	38	38	reactome		10417|10418|11093|11095|11096|11173|11174|140766|145173|157869|170689|170690|170691|170692|171019|221981|23145|339366|5199|54437|54507|55901|56999|57188|7057|7058|79875|80070|80731|81792|81794|9037|92949|9507|9508|9509|9510|9719	10417|10418|11093|11095|11096|11173|11174|140766|145173|157869|170689|170690|170691|170692|171019|221981|23145|339366|5199|54437|54507|55901|56999|57188|7057|7058|79875|80070|80731|81792|81794|9037|92949|9507|9508|9509|9510|9719
R-HSA-5083636	Defective GALNT12 causes colorectal cancer 1 (CRCS1)	http://identifiers.org/reactome/R-HSA-5083636	19	19	reactome		10071|118430|140453|143662|200958|283463|394263|4582|4583|4584|4585|4586|4588|4589|56667|57876|727897|79695|94025	10071|118430|140453|143662|200958|283463|394263|4582|4583|4584|4585|4586|4588|4589|56667|57876|727897|79695|94025
R-HSA-5099900	WNT5A-dependent internalization of FZD4	http://identifiers.org/reactome/R-HSA-5099900	15	15	reactome		1173|1175|1211|1212|1213|160|161|163|1856|409|5578|5579|5582|7474|8322	1173|1175|1211|1212|1213|160|161|163|1856|409|5578|5579|5582|7474|8322
R-HSA-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling	http://identifiers.org/reactome/R-HSA-512988	24	23	reactome		100124696|1437|1438|1439|2885|3562|3563|3567|3568|3717|5290|5291|5293|5295|5296|5566|5777|5781|6464|6776|6777|7409|7534|8503	1437|1438|1439|2885|3562|3563|3567|3568|3717|5290|5291|5293|5295|5296|5566|5777|5781|6464|6776|6777|7409|7534|8503
R-HSA-5140745	WNT5A-dependent internalization of FZD2, FZD5 and ROR2	http://identifiers.org/reactome/R-HSA-5140745	13	13	reactome		1173|1175|1211|1212|1213|160|161|163|2535|4919|4920|7474|7855	1173|1175|1211|1212|1213|160|161|163|2535|4919|4920|7474|7855
R-HSA-5173105	O-linked glycosylation	http://identifiers.org/reactome/R-HSA-5173105	9	9	reactome		10585|11041|120071|148789|1605|29954|55624|84197|84892	10585|11041|120071|148789|1605|29954|55624|84197|84892
R-HSA-5173214	O-glycosylation of TSR domain-containing proteins	http://identifiers.org/reactome/R-HSA-5173214	39	39	reactome		10417|10418|11093|11095|11096|11173|11174|140766|145173|157869|170689|170690|170691|170692|171019|221981|23145|23275|339366|5199|54437|54507|55901|56999|57188|7057|7058|79875|80070|80731|81792|81794|9037|92949|9507|9508|9509|9510|9719	10417|10418|11093|11095|11096|11173|11174|140766|145173|157869|170689|170690|170691|170692|171019|221981|23145|23275|339366|5199|54437|54507|55901|56999|57188|7057|7058|79875|80070|80731|81792|81794|9037|92949|9507|9508|9509|9510|9719
R-HSA-5205685	Pink/Parkin Mediated Mitophagy	http://identifiers.org/reactome/R-HSA-5205685	21	21	reactome		100188893|10452|401505|5071|51001|54543|55669|56993|6233|65018|7311|7314|7316|7416|81631|84557|8878|9140|9474|9804|9927	100188893|10452|401505|5071|51001|54543|55669|56993|6233|65018|7311|7314|7316|7416|81631|84557|8878|9140|9474|9804|9927
R-HSA-5210891	Uptake and function of anthrax toxins	http://identifiers.org/reactome/R-HSA-5210891	11	11	reactome		10015|118429|5045|5604|5605|5606|5608|5609|6416|801|84168	10015|118429|5045|5604|5605|5606|5608|5609|6416|801|84168
R-HSA-5213460	RIPK1-mediated regulated necrosis	http://identifiers.org/reactome/R-HSA-5213460	16	16	reactome		11035|197259|329|330|331|355|356|7186|841|8717|8737|8743|8772|8795|8797|8837	11035|197259|329|330|331|355|356|7186|841|8717|8737|8743|8772|8795|8797|8837
R-HSA-5218920	VEGFR2 mediated vascular permeability	http://identifiers.org/reactome/R-HSA-5218920	27	27	reactome		10000|1003|10451|117145|1495|1499|1500|207|208|2475|253260|3320|3728|4846|5058|5062|5063|5170|55615|57761|5879|64223|7409|7410|79109|801|857	10000|1003|10451|117145|1495|1499|1500|207|208|2475|253260|3320|3728|4846|5058|5062|5063|5170|55615|57761|5879|64223|7409|7410|79109|801|857
R-HSA-5218921	VEGFR2 mediated cell proliferation	http://identifiers.org/reactome/R-HSA-5218921	19	19	reactome		10768|3265|3708|3709|3710|3791|3845|4893|5170|5335|5578|5579|5580|5590|5921|6714|7422|801|8877	10768|3265|3708|3709|3710|3791|3845|4893|5170|5335|5578|5579|5580|5590|5921|6714|7422|801|8877
R-HSA-5221030	Oxidative demethylation of DNA	http://identifiers.org/reactome/R-HSA-5221030	4	4	reactome		200424|54790|6996|80312	200424|54790|6996|80312
R-HSA-5223345	Miscellaneous transport and binding events	http://identifiers.org/reactome/R-HSA-5223345	23	23	reactome		118|119|120|123606|1497|152519|2039|23507|348938|5304|55144|56172|56262|563|57185|57380|79815|7991|80131|81614|84061|84230|93380	118|119|120|123606|1497|152519|2039|23507|348938|5304|55144|56172|56262|563|57185|57380|79815|7991|80131|81614|84061|84230|93380
R-HSA-5250924	B-WICH complex positively regulates rRNA expression	http://identifiers.org/reactome/R-HSA-5250924	91	90	reactome		10514|10849|121504|126961|128312|2033|2074|221830|23451|255626|25885|2648|2932|3012|3013|3014|3015|3017|3018|3020|3021|30834|333932|4641|474382|51082|54145|5434|5435|5437|5440|5441|554313|55766|60|64425|653604|6908|723790|79101|7913|8294|8331|8334|8335|8337|8338|8339|8340|8341|8342|8343|8344|8345|8346|8347|8348|8349|8350|8351|8352|8353|8354|8355|8356|8357|8358|8359|8360|8361|8362|8363|8364|8365|8366|8367|8368|8370|84172|8467|85236|8850|8968|8970|9013|9014|9015|9031|9188|94239|9533	10514|10849|121504|126961|128312|2033|2074|221830|23451|255626|25885|2648|2932|3012|3013|3014|3015|3017|3018|3020|3021|30834|333932|4641|474382|51082|5434|5435|5437|5440|5441|554313|55766|60|64425|653604|6908|723790|79101|7913|8294|8331|8334|8335|8337|8338|8339|8340|8341|8342|8343|8344|8345|8346|8347|8348|8349|8350|8351|8352|8353|8354|8355|8356|8357|8358|8359|8360|8361|8362|8363|8364|8365|8366|8367|8368|8370|84172|8467|85236|8850|8968|8970|9013|9014|9015|9031|9188|94239|9533
